iteration: 360000, loss: 2.628516
----
(50, 0)
(0, -2)
(0, -1)
(55, 80)
(59, 80)
(0, -2)
(0, -1)
(48, 80)
(63, 80)
(0, -2)
(0, -1)
(70, 0)
(51, 0)
(72, 0)
(39, 80)
(63, 80)
(0, -2)
(39, 16)
(53, 40)
(0, -1)
(45, 49)
(69, 360)
(64, 175)
(0, -2)
(0, -1)
(51, 0)
(68, 0)
(56, 0)
(75, 0)
(60, 80)
(65, 0)
(79, 143)
(70, 80)
(48, 120)
(0, -2)
(0, -1)
(71, 120)
(66, 120)
(61, 240)
(0, -2)
(0, -1)
(71, 120)
(64, 120)
(0, -2)
(0, -1)
(71, 120)
(64, 180)
(47, 1200)
(0, -2)
(0, -1)
(71, 120)
(68, 120)
(0, -2)
(0, -1)
(71, 120)
(68, 320)
(65, 120)
(0, -2)
(0, -1)
(68, 0)
(76, 0)
(69, 0)
(77, 160)
(0, -2)
(0, -1)
(56, 40)
(72, 40)
(0, -2)
(0, -1)
(63, 0)
(60, 40)
(44, 40)
(75, 0)
(80, 0)
(60, 0)
(59, 0)
(56, 0)
(68, 0)
(51, 0)
(70, 0)
(56, 0)
(71, 0)
(61, 40)
(73, 80)
(0, -2)
(0, -1)
(55, 80)
(68, 40)
(0, -2)
(0, -1)
(52, 0)
(68, 0)
(92, 240)
(71, 0)
(0, -2)
(0, -1)
(48, 0)
(78, 0)
(55, 0)
(72, 0)
(80, 0)
(63, 0)
(49, 0)
(63, 480)
(65, 0)
(80, 0)
(53, 0)
(72, 0)
(39, 0)
(76, 0)
(64, 0)
(56, 0)
(68, 0)
(61, 80)
(72, 80)
(0, -2)
(0, -1)
(58, 0)
(73, 0)
(61, 0)
(77, 0)
(51, 20)
(75, 40)
(74, 354)
(70, 40)
(51, 1440)
(0, -1)
(66, 360)
(58, 240)
(0, -2)
(0, -1)
(80, 80)
(67, 40)
(0, -2)
(0, -1)
(55, 80)
(74, 354)
(0, -2)
(0, -1)
(49, 240)
(66, 480)
(66, 240)
(0, -2)
(0, -1)
(80, 120)
(69, 120)
(0, -2)
(0, -1)
(71, 120)
(81, 0)
(0, -2)
(72, 40)
(0, -1)
(68, 0)
(56, 0)
(72, 0)
(51, 0)
(65, 0)
(55, 0)
(77, 40)
(68, 0)
(80, 0)
(43, 32)
(56, 40)
(56, 80)
(0, -2)
(0, -1)
(80, 80)
(68, 40)
(0, -2)
(0, -1)
(46, 20)
(77, 0)
(45, 49)
(73, 120)
(0, -2)
(0, -1)
(44, 0)
(80, 0)
(68, 0)
(56, 0)
(75, 0)
(72, 100)
(61, 40)
(77, 80)
(0, -2)
(0, -1)
(44, 0)
(80, 0)
(44, 40)
(80, 240)
(0, -2)
(0, -1)
(51, 80)
(68, 80)
(0, -2)
(0, -1)
(53, 0)
(77, 0)
(65, 80)
(46, 0)
(0, -2)
(0, -1)
(61, 80)
(73, 80)
(0, -2)
(0, -1)
(56, 0)
(77, 0)
(39, 0)
(56, 0)
(71, 0)
(75, 40)
(48, 80)
(0, -2)
(0, -1)
(58, 80)
(68, 80)
(0, -2)
(0, -1)
(56, 0)
(77, 0)
(61, 80)
(84, 80)
(0, -2)
(0, -1)
(51, 80)
(70, 80)
(0, -2)
(0, -1)
(51, 80)
(70, 80)
(0, -2)
(0, -1)
(41, 0)
(65, 80)
(41, 89)
(37, 7)
(0, -2)
(0, -1)
(75, 120)
(51, 40)
(0, -2)
(0, -1)
(73, 120)
(71, 40)
(0, -2)
(0, -1)
(85, 80)
(50, 0)
(0, -2)
(0, -1)
(71, 120)
(63, 80)
(53, 120)
(0, -2)
(0, -1)
(55, 140)
(66, 120)
(0, -2)
(65, 80)
(0, -1)
(80, 120)
(56, 120)
(0, -2)
(0, -1)
(68, 40)
(73, 40)
(0, -2)
(0, -1)
(52, 0)
(72, 0)
(68, 0)
(44, 80)
(66, 240)
(64, 40)
(68, 150)
(72, 80)
(62, 0)
(64, 240)
(51, 1440)
(64, 240)
(68, 120)
(43, 0)
(82, 278)
(55, 40)
(61, 120)
(68, 120)
(61, 60)
(64, 120)
(64, 240)
(59, 120)
(61, 120)
(71, 80)
(58, 150)
(64, 120)
(70, 60)
(66, 240)
(68, 120)
(48, 0)
(80, 120)
(59, 120)
(59, 120)
(80, 200)
(68, 60)
(68, 60)
(60, 120)
(69, 120)
(64, 120)
(63, 180)
(65, 480)
(60, 120)
(61, 180)
(61, 432)
(61, 480)
(61, 120)
(63, 40)
(61, 140)
(61, 140)
(68, 120)
(64, 240)
(0, -1)
(68, 0)
(57, 480)
(74, 34)
(0, -2)
(0, -1)
(75, 720)
(67, 120)
(0, -2)
(0, -1)
(68, 40)
(63, 120)
(0, -2)
(0, -1)
(73, 0)
(80, 240)
(68, 40)
(0, -2)
(0, -1)
(55, 80)
(72, 80)
(0, -2)
(0, -1)
(51, 0)
(72, 0)
(44, 0)
(51, 0)
(68, 0)
(56, 0)
(72, 0)
(60, 0)
(48, 80)
(55, 0)
(67, 0)
(62, 0)
(63, 0)
(56, 80)
(68, 80)
(80, 80)
(62, 720)
(71, 80)
(74, 274)
(0, -2)
(0, -1)
(39, 0)
(82, 120)
(58, 120)
(80, 80)
(0, -2)
(0, -1)
(55, 80)
(70, 80)
(0, -2)
(0, -1)
(58, 0)
(77, 0)
(48, 80)
(64, 40)
(0, -2)
(0, -1)
(52, 0)
(87, 0)
(55, 40)
(72, 40)
(0, -2)
(0, -1)
(62, 20)
(60, 80)
(0, -2)
(0, -1)
(58, 0)
(77, 0)
(61, 80)
(92, 80)
(0, -2)
(0, -1)
(53, 0)
(73, 0)
(68, 40)
(32, 80)
(0, -2)
(0, -1)
(56, 80)
(75, 80)
(0, -2)
(0, -1)
(63, 0)
(72, 0)
(39, 80)
(67, 20)
(0, -2)
(0, -1)
(63, 40)
(69, 80)
(0, -2)
(0, -1)
(61, 0)
(65, 0)
(58, 0)
(80, 245)
(66, 240)
(49, 0)
(61, 140)
(45, 0)
(60, 120)
(0, -1)
(71, 120)
(64, 120)
(0, -2)
(0, -1)
(71, 120)
(80, 40)
(0, -2)
(0, -1)
(71, 120)
(67, 120)
(51, 120)
(0, -2)
(0, -1)
(66, 120)
(74, 80)
(0, -2)
(0, -1)
(71, 120)
(67, 120)
(0, -2)
(0, -1)
(71, 120)
(66, 120)
(0, -2)
(59, 40)
(57, 40)
(69, 240)
(56, 180)
(60, 120)
(59, 120)
(64, 120)
(55, 140)
(61, 180)
(69, 120)
(59, 1440)
(69, 240)
(64, 240)
(61, 120)
(61, 432)
(59, 120)
(39, 26)
(63, 480)
(59, 240)
(59, 120)
(56, 140)
(58, 150)
(64, 240)
(56, 180)
(59, 120)
(54, 240)
(66, 960)
(66, 240)
(70, 60)
(73, 120)
(59, 120)
(61, 720)
(82, 80)
(61, 60)
(56, 140)
(64, 120)
(63, 180)
(80, 120)
(61, 140)
(62, 0)
(71, 240)
(54, 240)
(65, 960)
(65, 720)
(62, 480)
(61, 2880)
(68, 120)
(44, 34)
(61, 120)
(68, 960)
(60, 480)
(64, 120)
(62, 120)
(70, 60)
(70, 180)
(0, -1)
(39, 0)
(59, 120)
(61, 80)
(0, -2)
(80, 400)
(0, -1)
(56, 579)
(60, 180)
(0, -2)
(0, -1)
(68, 0)
(80, 0)
(68, 0)
(76, 289)
(68, 40)
(0, -2)
(0, -1)
(80, 80)
(87, 0)
(0, -2)
(0, -1)
(46, 80)
(58, 80)
(0, -2)
(0, -1)
(32, 80)
(66, 120)
(0, -2)
(0, -1)
(60, 80)
(63, 80)
(0, -2)
(0, -1)
(44, 184)
(81, 0)
(0, -2)
(0, -1)
(63, 480)
(60, 240)
(54, 240)
(0, -2)
(0, -1)
(48, 120)
(44, 189)
(0, -2)
(0, -1)
(80, 0)
(63, 40)
(51, 80)
(0, -2)
(0, -1)
(68, 0)
(80, 0)
(71, 0)
(36, 34)
(0, -2)
(72, 80)
(53, 40)
(0, -1)
(63, 480)
(61, 80)
(75, 720)
(0, -2)
(59, 1440)
(0, -1)
(70, 0)
(60, 40)
(61, 80)
(0, -2)
(59, 120)
(0, -1)
(60, 80)
(63, 80)
(0, -2)
(60, 120)
(51, 80)
(70, 80)
(0, -1)
(80, 0)
(43, 0)
(61, 0)
(78, 0)
(40, 2880)
(0, -2)
(0, -1)
(39, 0)
(51, 0)
(68, 0)
(75, 0)
(68, 0)
(61, 0)
(73, 0)
(84, 394)
(68, 240)
(63, 40)
(40, 40)
(0, -2)
(0, -1)
(44, 80)
(69, 480)
(0, -2)
(72, 40)
(77, 240)
(41, 0)
(0, -1)
(75, 0)
(60, 40)
(61, 0)
(0, -2)
(71, 80)
(73, 240)
(68, 0)
(0, -1)
(60, 0)
(48, 80)
(65, 20)
(0, -2)
(0, -1)
(51, 40)
(44, 0)
(0, -1)
(60, 80)
(63, 80)
(0, -2)
(0, -1)
(56, 80)
(68, 80)
(0, -2)
(0, -1)
(67, 40)
(59, 720)
(0, -2)
(0, -1)
(44, 0)
(63, 0)
(79, 200)
(63, 80)
(72, 80)
(0, -2)
(0, -1)
(44, 80)
(49, 80)
(44, 194)
(62, 240)
(70, 60)
(0, -2)
(0, -1)
(71, 120)
(68, 120)
(0, -2)
(0, -1)
(71, 120)
(68, 120)
(59, 120)
(0, -2)
(0, -1)
(71, 120)
(68, 120)
(0, -2)
(0, -1)
(71, 120)
(67, 120)
(0, -2)
(0, -1)
(71, 120)
(74, 274)
(0, -2)
(0, -1)
(71, 120)
(67, 120)
(0, -2)
(0, -1)
(59, 240)
(71, 120)
(62, 120)
(79, 40)
(71, 120)
(0, -2)
(0, -1)
(65, 120)
(65, 120)
(59, 720)
(0, -2)
(0, -1)
(68, 120)
(72, 120)
(64, 1440)
(0, -2)
(0, -1)
(49, 240)
(68, 120)
(65, 120)
(0, -2)
(0, -1)
(53, 80)
(58, 120)
(58, 240)
(0, -2)
(0, -1)
(37, 28)
(44, 120)
(53, 120)
(64, 120)
(0, -2)
(0, -1)
(61, 480)
(44, 20)
(59, 120)
(0, -2)
(0, -1)
(49, 120)
(44, 120)
(0, -2)
(0, -1)
(68, 240)
(53, 120)
(0, -2)
(0, -1)
(49, 120)
(56, 120)
(0, -2)
(0, -1)
(46, 80)
(61, 120)
(0, -2)
(0, -1)
(71, 120)
(54, 720)
(0, -2)
(0, -1)
(68, 240)
(68, 150)
(0, -2)
(0, -1)
(49, 120)
(37, 49)
(0, -2)
(61, 180)
(78, 240)
(0, -1)
(65, 120)
(64, 80)
(0, -2)
(54, 40)
(64, 20)
(0, -1)
(54, 480)
(44, 48)
(0, -2)
(68, 720)
(0, -1)
(75, 80)
(77, 160)
(0, -2)
(0, -1)
(44, 0)
(63, 0)
(75, 80)
(58, 80)
(0, -2)
(0, -1)
(51, 40)
(73, 40)
(0, -2)
(0, -1)
(70, 0)
(77, 0)
(39, 16)
(63, 40)
(69, 0)
(0, -1)
(84, 200)
(75, 40)
(0, -2)
(0, -1)
(62, 20)
(68, 0)
(39, 20)
(32, 40)
(64, 0)
(68, 1440)
(73, 120)
(50, 240)
(61, 432)
(62, 120)
(62, 120)
(68, 60)
(64, 240)
(61, 120)
(0, -1)
(73, 120)
(74, 120)
(0, -2)
