iteration: 207500, loss: 2.278518
----
(45, 37)
(53, 0)
(0, -2)
(0, -1)
(72, 0)
(68, 0)
(61, 80)
(60, 120)
(0, -2)
(0, -1)
(56, 80)
(68, 80)
(0, -2)
(0, -1)
(51, 80)
(75, 80)
(0, -2)
(0, -1)
(70, 0)
(67, 40)
(60, 80)
(0, -2)
(0, -1)
(55, 80)
(68, 40)
(0, -2)
(0, -1)
(51, 0)
(72, 0)
(39, 38)
(75, 30)
(0, -2)
(0, -1)
(51, 80)
(73, 40)
(0, -2)
(0, -1)
(53, 0)
(73, 0)
(48, 38)
(77, 240)
(0, -2)
(0, -1)
(52, 0)
(68, 0)
(56, 0)
(76, 0)
(62, 0)
(56, 0)
(72, 0)
(60, 0)
(48, 120)
(64, 0)
(75, 40)
(72, 80)
(50, 40)
(0, -2)
(0, -1)
(48, 0)
(77, 0)
(32, 80)
(65, 40)
(0, -2)
(0, -1)
(56, 0)
(73, 0)
(54, 480)
(65, 80)
(0, -2)
(0, -1)
(55, 80)
(75, 80)
(0, -2)
(0, -1)
(51, 0)
(75, 0)
(44, 80)
(76, 289)
(0, -2)
(0, -1)
(60, 80)
(70, 80)
(0, -2)
(0, -1)
(55, 80)
(70, 80)
(0, -2)
(0, -1)
(51, 0)
(72, 0)
(44, 0)
(68, 40)
(69, 80)
(0, -2)
(0, -1)
(75, 80)
(67, 120)
(0, -2)
(0, -1)
(61, 0)
(72, 0)
(44, 45)
(75, 200)
(0, -2)
(0, -1)
(51, 0)
(68, 0)
(44, 41)
(43, 120)
(0, -2)
(0, -1)
(51, 0)
(70, 0)
(39, 38)
(80, 267)
(0, -2)
(0, -1)
(51, 0)
(75, 80)
(39, 85)
(0, -2)
(0, -1)
(50, 0)
(72, 78)
(64, 0)
(57, 0)
(80, 0)
(63, 60)
(72, 0)
(55, 40)
(72, 80)
(63, 60)
(74, 0)
(67, 40)
(64, 120)
(51, 80)
(58, 360)
(61, 140)
(0, -1)
(67, 120)
(61, 120)
(0, -2)
(51, 240)
(58, 360)
(65, 120)
(61, 120)
(66, 150)
(58, 150)
(66, 240)
(56, 140)
(64, 240)
(75, 60)
(75, 720)
(63, 60)
(59, 130)
(37, 184)
(56, 180)
(68, 120)
(58, 150)
(56, 395)
(56, 140)
(61, 480)
(67, 240)
(62, 0)
(73, 120)
(63, 240)
(68, 120)
(61, 432)
(46, 37)
(63, 180)
(68, 60)
(69, 0)
(61, 120)
(68, 60)
(79, 40)
(61, 120)
(62, 0)
(82, 34)
(68, 60)
(56, 180)
(69, 120)
(55, 140)
(68, 120)
(63, 120)
(0, -1)
(55, 140)
(68, 240)
(0, -2)
