iteration: 10000, loss: 49.944603
----
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(56, 0)
(0, -2)
(56, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(56, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
(72, 0)
(0, -2)
