iteration: 412000, loss: 2.452912
----
(68, 0)
(51, 80)
(68, 40)
(0, -2)
(0, -1)
(44, 0)
(51, 0)
(72, 0)
(55, 0)
(72, 0)
(60, 80)
(63, 80)
(75, 40)
(0, -2)
(0, -1)
(80, 0)
(87, 0)
(48, 80)
(0, -2)
(0, -2)
(0, -1)
(66, 180)
(69, 0)
(69, 0)
(75, 240)
(64, 130)
(0, -2)
(0, -1)
(61, 180)
(68, 40)
(0, -2)
(0, -1)
(71, 120)
(68, 0)
(80, 438)
(71, 0)
(58, 240)
(59, 2880)
(59, 130)
(65, 960)
(75, 88)
(37, 240)
(64, 240)
(61, 432)
(72, 60)
(71, 80)
(59, 130)
(66, 120)
(56, 140)
(56, 140)
(60, 480)
(59, 120)
(64, 120)
(64, 130)
(73, 480)
(61, 432)
(61, 432)
(76, 289)
(63, 180)
(65, 120)
(0, -1)
(73, 120)
(61, 120)
(0, -2)
(65, 180)
(68, 480)
(64, 240)
(68, 60)
(0, -1)
(74, 354)
(61, 120)
(0, -2)
(56, 180)
(59, 120)
(0, -1)
(49, 120)
(70, 120)
(0, -2)
(70, 80)
(62, 240)
(73, 240)
(0, -1)
(73, 0)
(40, 1440)
(61, 120)
(0, -2)
(54, 40)
(74, 80)
(0, -1)
(67, 40)
(60, 80)
(0, -2)
(0, -1)
(75, 240)
(58, 120)
(70, 40)
(0, -2)
(0, -1)
(63, 480)
(51, 120)
(61, 120)
(0, -2)
(0, -1)
(49, 7)
(61, 120)
(54, 240)
(0, -2)
(0, -1)
(65, 480)
(66, 480)
(61, 240)
(0, -2)
(0, -1)
(65, 120)
(58, 120)
(56, 240)
(0, -2)
(0, -1)
(78, 480)
(53, 240)
(54, 240)
(0, -2)
(0, -1)
(72, 480)
(58, 150)
(76, 289)
(0, -2)
(0, -1)
(78, 240)
(44, 140)
(54, 480)
(0, -2)
(0, -1)
(49, 120)
(62, 720)
(0, -2)
(0, -1)
(54, 480)
(54, 240)
(0, -2)
(0, -1)
(49, 120)
(54, 480)
(0, -2)
(0, -1)
(61, 0)
(63, 0)
(61, 80)
(67, 80)
(0, -2)
(0, -1)
(56, 80)
(75, 80)
(0, -2)
(0, -1)
(51, 0)
(75, 0)
(44, 0)
(51, 0)
(68, 0)
(56, 0)
(72, 0)
(60, 0)
(63, 0)
(32, 0)
(67, 40)
(68, 150)
(0, -2)
(0, -1)
(60, 0)
(61, 2880)
(65, 80)
(68, 80)
(0, -2)
(0, -1)
(55, 80)
(73, 80)
(0, -2)
(0, -1)
(66, 0)
(79, 280)
(0, -2)
(0, -1)
(39, 20)
(72, 40)
(0, -2)
(0, -1)
(43, 80)
(64, 180)
(0, -2)
(0, -1)
(39, 34)
(71, 40)
(0, -2)
(0, -1)
(66, 120)
(44, 198)
(0, -2)
(0, -1)
(49, 120)
(44, 120)
(0, -2)
(0, -1)
(49, 198)
(61, 480)
(0, -2)
(0, -1)
(73, 0)
(69, 40)
(61, 120)
(0, -2)
(60, 240)
(0, -1)
(70, 0)
(60, 0)
(63, 108)
(49, 162)
(61, 300)
(51, 0)
(68, 0)
(55, 0)
(73, 0)
(51, 120)
(76, 289)
(0, -2)
(0, -1)
(80, 0)
(63, 0)
(39, 74)
(68, 80)
(0, -2)
(0, -1)
(56, 0)
(71, 0)
(48, 80)
(75, 160)
(0, -2)
(0, -1)
(56, 0)
(73, 0)
(52, 0)
(77, 80)
(0, -2)
(0, -1)
(53, 0)
(63, 0)
(56, 0)
(72, 0)
(72, 0)
(63, 0)
(72, 0)
(56, 0)
(76, 0)
(62, 0)
(65, 0)
(58, 0)
(51, 0)
(61, 0)
(55, 0)
(39, 0)
(39, 0)
(70, 16)
(55, 0)
(68, 0)
(60, 40)
(75, 40)
(0, -2)
(0, -1)
(53, 80)
(70, 80)
(0, -2)
(0, -1)
(63, 960)
(48, 80)
(0, -2)
(0, -1)
(65, 0)
(51, 0)
(75, 184)
(84, 0)
(0, -2)
(0, -1)
(52, 80)
(72, 80)
(0, -2)
(0, -1)
(44, 0)
(65, 0)
(72, 0)
(46, 0)
(43, 85)
(82, 289)
(0, -2)
(0, -1)
(80, 0)
(67, 120)
(48, 40)
(0, -2)
(0, -1)
(56, 80)
(72, 80)
(0, -2)
(0, -1)
(51, 80)
(76, 80)
(0, -2)
(0, -1)
(55, 0)
(73, 0)
(61, 80)
(63, 80)
(0, -2)
(0, -1)
(55, 80)
(70, 80)
(0, -2)
(0, -1)
(65, 0)
(63, 80)
(70, 80)
(0, -2)
(0, -1)
(55, 80)
(72, 80)
(0, -2)
(71, 0)
(48, 40)
(0, -1)
(44, 0)
(56, 0)
(72, 0)
(60, 0)
(62, 0)
(55, 0)
(67, 0)
(51, 40)
(63, 0)
(69, 0)
(67, 0)
(60, 0)
(51, 40)
(39, 26)
(0, -2)
(0, -1)
(52, 0)
(68, 0)
(47, 34)
(68, 40)
(0, -2)
(0, -1)
(51, 80)
(72, 80)
(0, -2)
(0, -1)
(53, 0)
(77, 0)
(39, 80)
(77, 289)
(0, -2)
(0, -1)
(55, 0)
(71, 0)
(68, 40)
(63, 40)
(0, -2)
(0, -1)
(55, 0)
(68, 0)
(47, 0)
(58, 80)
(0, -2)
(0, -1)
(55, 0)
(73, 0)
(58, 80)
(63, 80)
(0, -2)
(0, -1)
(55, 80)
(70, 80)
(0, -2)
(0, -1)
(51, 80)
(72, 80)
(0, -2)
(0, -1)
(51, 40)
(72, 40)
(0, -2)
(0, -1)
(37, 34)
(63, 40)
(0, -2)
(0, -1)
(36, 0)
(60, 80)
(48, 34)
(0, -2)
(0, -1)
(39, 0)
(71, 120)
(56, 80)
(72, 40)
(0, -2)
(0, -1)
(80, 80)
(72, 80)
(0, -2)
(0, -1)
(39, 0)
(51, 0)
(68, 0)
(56, 0)
(72, 0)
(60, 0)
(63, 0)
(80, 0)
(75, 0)
(51, 40)
(68, 40)
(51, 16)
(0, -2)
(0, -1)
(68, 0)
(80, 0)
(58, 0)
(72, 0)
(57, 0)
(61, 0)
(80, 0)
