iteration: 102500, loss: 2.715285
----
(100, 240)
(79, 80)
(73, 480)
(56, 180)
(73, 150)
(56, 140)
(57, 240)
(61, 120)
(56, 140)
(64, 240)
(68, 120)
(61, 432)
(78, 1440)
(64, 120)
(73, 960)
(64, 240)
(64, 130)
(60, 240)
(65, 360)
(37, 34)
(61, 480)
(63, 180)
(85, 240)
(65, 60)
(64, 480)
(78, 255)
(61, 140)
(68, 60)
(0, -1)
(66, 960)
(56, 120)
(0, -2)
(0, -1)
(75, 80)
(58, 120)
(0, -2)
(0, -1)
(49, 120)
(64, 240)
(0, -2)
(0, -1)
(49, 120)
(76, 0)
(0, -2)
(0, -1)
(59, 240)
(71, 0)
(0, -2)
(0, -1)
(71, 120)
(73, 40)
(0, -2)
(0, -1)
(49, 120)
(53, 1440)
(0, -2)
(0, -1)
(71, 120)
(66, 120)
(68, 40)
(0, -2)
(0, -1)
(44, 0)
(73, 0)
(48, 40)
(77, 80)
(0, -2)
(0, -1)
(43, 20)
(77, 0)
(65, 120)
(82, 41)
(61, 140)
(61, 180)
(63, 180)
(66, 960)
(0, -1)
(66, 240)
(75, 240)
(0, -2)
(0, -1)
(73, 240)
(64, 240)
(66, 240)
(75, 120)
(69, 240)
(68, 240)
(0, -1)
(69, 120)
(66, 120)
(0, -2)
(60, 120)
(0, -1)
(61, 480)
(44, 120)
(61, 120)
(0, -2)
(0, -1)
(65, 120)
(66, 120)
(0, -2)
(0, -1)
(68, 120)
(68, 80)
(0, -2)
(0, -1)
(41, 0)
(51, 120)
(0, -2)
(0, -1)
(43, 80)
(84, 289)
(0, -2)
(0, -1)
(71, 120)
(63, 80)
(59, 120)
(0, -2)
(0, -1)
(57, 80)
(58, 120)
(66, 240)
(0, -2)
(70, 80)
(55, 80)
(0, -1)
(73, 120)
(61, 120)
(67, 240)
(0, -2)
(0, -1)
(69, 360)
(66, 480)
(61, 240)
(54, 480)
(0, -2)
(0, -1)
(49, 7)
(37, 7)
(0, -2)
(0, -1)
(70, 253)
(64, 240)
(0, -2)
(72, 40)
(64, 480)
(0, -1)
(53, 0)
(73, 180)
(48, 34)
(43, 40)
(0, -2)
(0, -1)
(74, 240)
(68, 40)
(0, -2)
(0, -1)
(65, 120)
(75, 40)
(0, -2)
(0, -1)
(75, 80)
(64, 120)
(72, 120)
(56, 240)
(0, -2)
(0, -1)
(63, 120)
(75, 0)
(66, 1200)
(76, 40)
(0, -2)
(0, -1)
(44, 80)
(80, 40)
(0, -2)
(60, 120)
(0, -1)
(76, 40)
(65, 40)
(0, -2)
(0, -1)
(68, 0)
(80, 0)
(75, 0)
(73, 360)
(70, 0)
(56, 180)
(73, 240)
(0, -1)
(68, 360)
(32, 48)
(0, -2)
(0, -1)
(68, 120)
(72, 100)
(61, 120)
(61, 120)
(73, 960)
(73, 150)
(0, -1)
(54, 240)
(49, 240)
(0, -2)
(0, -1)
(43, 0)
(44, 20)
(61, 120)
(68, 480)
(60, 120)
(74, 120)
(70, 720)
(53, 120)
(0, -1)
(60, 40)
(56, 120)
(0, -2)
(65, 60)
(0, -1)
(73, 0)
(65, 40)
(80, 118)
(0, -2)
(0, -1)
(48, 120)
(70, 80)
(0, -2)
(0, -1)
(75, 40)
(64, 360)
(0, -2)
(0, -1)
(41, 0)
(73, 0)
(71, 120)
(82, 109)
(0, -2)
(0, -1)
(53, 240)
(67, 80)
(77, 120)
(39, 20)
(0, -2)
(0, -1)
(59, 240)
(80, 240)
(0, -2)
(0, -1)
(71, 120)
(75, 80)
(0, -2)
(0, -1)
(74, 0)
(65, 0)
(69, 120)
(54, 68)
(53, 480)
(77, 240)
(53, 720)
(73, 120)
(49, 184)
(56, 180)
(0, -1)
(66, 120)
(62, 120)
(0, -2)
(0, -1)
(58, 0)
(72, 0)
(51, 0)
(75, 0)
