iteration: 376500, loss: 2.245556
----
(71, 120)
(56, 120)
(0, -2)
(66, 240)
(0, -1)
(75, 120)
(59, 40)
(0, -2)
(66, 240)
(54, 240)
(56, 180)
(0, -1)
(40, 20)
(66, 240)
(0, -2)
(70, 80)
(55, 40)
(0, -1)
(70, 78)
(68, 240)
(0, -2)
(53, 120)
(53, 120)
(0, -1)
(61, 480)
(44, 140)
(0, -2)
(53, 120)
(66, 480)
(56, 180)
(63, 180)
(0, -1)
(54, 240)
(51, 80)
(0, -2)
(0, -1)
(73, 240)
(49, 120)
(0, -2)
(0, -1)
(63, 480)
(61, 240)
(0, -2)
(0, -1)
(63, 240)
(64, 180)
(65, 480)
(0, -2)
(0, -1)
(69, 120)
(54, 240)
(0, -2)
(0, -1)
(51, 1200)
(53, 240)
(0, -2)
(0, -1)
(63, 40)
(56, 120)
(0, -2)
(0, -1)
(61, 80)
(72, 80)
(0, -2)
(0, -1)
(51, 0)
(75, 0)
(45, 37)
(76, 289)
(0, -2)
(61, 140)
(0, -1)
(73, 80)
(84, 200)
(0, -2)
(0, -1)
(69, 0)
(60, 80)
(70, 80)
(0, -2)
(0, -1)
(56, 80)
(73, 80)
(0, -2)
(0, -1)
(51, 0)
(73, 0)
(58, 80)
(75, 80)
(0, -2)
(0, -1)
(51, 0)
(75, 0)
(45, 37)
(54, 184)
(0, -2)
(0, -1)
(61, 80)
(70, 80)
(0, -2)
(0, -1)
(56, 80)
(63, 80)
(0, -2)
(0, -1)
(51, 80)
(73, 80)
(0, -2)
(0, -1)
(56, 40)
(68, 40)
(0, -2)
(0, -1)
(60, 80)
(63, 80)
(0, -2)
(0, -1)
(56, 40)
(67, 80)
(0, -2)
(0, -1)
(51, 0)
(72, 0)
(44, 49)
(75, 206)
(0, -2)
(0, -1)
(53, 0)
(72, 0)
(48, 40)
(68, 40)
(0, -2)
(0, -1)
(56, 80)
(65, 40)
(0, -2)
(0, -1)
(55, 40)
(78, 0)
(0, -2)
(0, -1)
(58, 0)
(80, 0)
(48, 80)
(0, -1)
(59, 240)
(80, 0)
(61, 80)
(72, 40)
(0, -2)
(0, -1)
(70, 0)
(56, 80)
(65, 20)
(0, -2)
(0, -1)
(56, 80)
(72, 80)
(0, -2)
(0, -1)
(63, 0)
(72, 0)
(44, 0)
(63, 0)
(51, 40)
(70, 80)
(61, 140)
(63, 20)
(0, -1)
(51, 0)
(73, 0)
(48, 80)
(80, 80)
(0, -2)
(72, 80)
(45, 37)
(60, 0)
(0, -1)
(63, 80)
(63, 120)
(0, -2)
(0, -1)
(71, 120)
(66, 120)
(56, 120)
(61, 120)
(0, -2)
(0, -1)
(53, 80)
(68, 120)
(0, -2)
(0, -1)
(80, 0)
(68, 120)
(37, 28)
(0, -2)
(0, -1)
(70, 0)
(39, 80)
(79, 440)
(0, -2)
(0, -1)
(71, 120)
(67, 120)
(0, -2)
(0, -1)
(68, 0)
(80, 0)
(75, 0)
(84, 0)
(68, 0)
(80, 0)
(63, 0)
(72, 0)
(56, 0)
(68, 0)
(63, 40)
(72, 40)
(0, -2)
(70, 80)
(48, 120)
(0, -1)
(48, 0)
(63, 0)
(76, 40)
(80, 23)
(0, -2)
(0, -1)
(44, 0)
(60, 0)
(65, 40)
(56, 120)
(0, -2)
(0, -1)
(52, 0)
(73, 0)
(65, 80)
(43, 85)
(0, -2)
(0, -1)
(44, 80)
(64, 120)
(0, -2)
(0, -1)
(70, 0)
(66, 720)
(58, 80)
(0, -2)
(70, 80)
(0, -1)
(68, 0)
(80, 0)
(63, 0)
(77, 109)
(44, 45)
(0, -2)
(0, -1)
(56, 80)
(80, 240)
(0, -2)
(0, -1)
(51, 80)
(63, 80)
(0, -2)
(0, -1)
(44, 0)
(52, 80)
(75, 80)
(0, -2)
(0, -1)
(44, 34)
(50, 0)
(47, 0)
(61, 720)
(70, 80)
(48, 0)
(51, 16)
(67, 80)
(80, 288)
(0, -2)
(0, -1)
(71, 120)
(73, 240)
(61, 480)
(73, 150)
(0, -2)
(0, -1)
(71, 120)
(60, 0)
(69, 0)
(82, 109)
(65, 720)
(0, -2)
(0, -1)
(43, 0)
(41, 0)
(65, 80)
(70, 80)
(62, 960)
(0, -1)
(63, 80)
(72, 40)
(0, -2)
(0, -1)
(68, 80)
(44, 49)
(0, -2)
(0, -1)
(51, 0)
(69, 0)
(44, 34)
(75, 274)
(0, -2)
(0, -1)
(55, 140)
(58, 80)
(0, -2)
(0, -1)
(51, 40)
(65, 40)
(0, -2)
(0, -1)
(62, 80)
(75, 405)
(0, -2)
(0, -1)
(63, 80)
(72, 40)
(0, -2)
(0, -1)
(56, 0)
(77, 0)
(60, 80)
(73, 80)
(0, -2)
(0, -1)
(39, 80)
(59, 80)
(0, -2)
(0, -1)
(48, 120)
(68, 240)
(0, -2)
(0, -1)
(75, 80)
(60, 40)
(0, -2)
(0, -1)
(61, 0)
(63, 0)
(56, 40)
(68, 40)
(0, -2)
(0, -1)
(56, 0)
(73, 0)
(61, 80)
(72, 78)
(0, -2)
(0, -1)
(69, 0)
(73, 0)
(61, 80)
(72, 80)
(0, -2)
(0, -1)
(54, 0)
(67, 80)
(49, 155)
(50, 120)
(0, -2)
(0, -1)
(71, 40)
(54, 184)
(0, -2)
(0, -1)
(63, 480)
(67, 40)
(0, -2)
(0, -1)
(56, 40)
(68, 40)
(0, -2)
(0, -1)
(60, 0)
(73, 0)
(48, 34)
(80, 40)
(0, -2)
(0, -1)
(39, 0)
(77, 0)
(48, 40)
(68, 40)
(0, -2)
(0, -1)
(56, 40)
(68, 40)
(0, -2)
(0, -1)
(60, 0)
(63, 0)
(39, 20)
(84, 0)
(62, 0)
(64, 0)
(51, 16)
(69, 80)
(0, -2)
(0, -1)
(39, 0)
(51, 0)
(68, 0)
(55, 0)
(68, 0)
(61, 0)
(75, 0)
(55, 0)
(68, 0)
(67, 40)
(74, 0)
(0, -2)
(0, -1)
(55, 0)
(71, 0)
(55, 0)
(41, 0)
(60, 40)
(71, 180)
(0, -2)
(0, -1)
(46, 0)
(65, 40)
(55, 40)
(80, 40)
(0, -2)
(0, -1)
(56, 80)
(63, 80)
(0, -2)
(0, -1)
(51, 0)
(72, 0)
(44, 40)
(74, 34)
(0, -2)
(0, -1)
(56, 0)
(72, 0)
(51, 0)
(68, 0)
(56, 0)
(68, 0)
(51, 0)
(75, 0)
(80, 400)
(57, 40)
(71, 120)
(0, -2)
(72, 80)
(0, -1)
(72, 0)
(60, 80)
(63, 80)
(0, -2)
(43, 0)
(0, -1)
(75, 80)
(49, 9)
(0, -2)
(0, -1)
(71, 120)
(63, 80)
(64, 120)
(0, -2)
(0, -1)
(63, 480)
(67, 120)
(0, -2)
(0, -1)
(59, 240)
(64, 240)
(56, 120)
(54, 68)
(72, 120)
(62, 120)
(63, 180)
(50, 240)
(75, 120)
(0, -1)
(56, 140)
(70, 120)
(53, 120)
(0, -2)
(0, -1)
(71, 120)
(66, 120)
(65, 80)
(0, -2)
(0, -1)
(62, 720)
(71, 120)
(0, -2)
(0, -1)
(71, 120)
(68, 120)
(63, 120)
(0, -2)
(0, -1)
(71, 120)
(66, 120)
(64, 960)
(0, -2)
(0, -1)
(71, 120)
(67, 120)
(61, 120)
(0, -2)
(0, -1)
(59, 240)
(66, 120)
(53, 480)
(0, -2)
(0, -1)
(75, 120)
(66, 120)
(41, 14)
(0, -2)
(0, -1)
(61, 0)
(64, 240)
(59, 2880)
(71, 285)
(0, -2)
(0, -1)
(80, 0)
(75, 80)
(64, 120)
(0, -2)
(0, -1)
(70, 180)
(72, 80)
(0, -2)
(65, 480)
(0, -1)
(75, 0)
(72, 0)
(82, 184)
(62, 0)
(77, 160)
(68, 80)
(75, 80)
(0, -2)
(68, 80)
(0, -1)
(75, 0)
(73, 0)
(64, 360)
(0, -2)
(0, -1)
(56, 80)
(68, 80)
(0, -2)
(0, -1)
(51, 0)
(75, 0)
(68, 40)
(75, 30)
(0, -2)
(60, 40)
(0, -1)
(75, 80)
(57, 80)
(0, -2)
(0, -1)
(55, 0)
(51, 0)
(70, 0)
(56, 0)
(72, 0)
(60, 0)
(63, 0)
(79, 0)
(75, 200)
(50, 120)
(80, 480)
(63, 60)
(61, 0)
(0, -1)
(59, 0)
(58, 0)
(44, 16)
(80, 285)
(75, 40)
(57, 240)
(66, 150)
(61, 60)
(61, 60)
(85, 80)
(0, -2)
(0, -1)
(59, 240)
(77, 0)
(65, 40)
(80, 400)
(0, -2)
(0, -1)
(56, 80)
(70, 0)
(0, -2)
(0, -1)
(52, 0)
(73, 0)
(57, 0)
(74, 34)
(44, 0)
(80, 0)
(63, 0)
(56, 0)
(51, 80)
(70, 80)
(73, 120)
(0, -2)
(0, -1)
(55, 0)
(73, 0)
(61, 80)
(77, 80)
(0, -2)
(0, -1)
(55, 0)
(73, 0)
(61, 80)
(58, 120)
(0, -2)
(0, -1)
(43, 85)
(79, 280)
(0, -2)
(0, -1)
(60, 80)
(73, 80)
(0, -2)
(0, -1)
(51, 40)
(73, 40)
(0, -2)
(0, -1)
(52, 0)
(75, 0)
(67, 0)
(73, 0)
(61, 0)
(75, 0)
(67, 0)
(68, 0)
(48, 0)
(76, 40)
(76, 174)
(80, 80)
(64, 1440)
(0, -1)
(71, 120)
(70, 120)
(0, -2)
(0, -1)
(75, 0)
(69, 120)
(61, 80)
(0, -2)
(73, 960)
(0, -1)
(73, 0)
(59, 2880)
(65, 80)
(0, -2)
(0, -1)
(56, 80)
(75, 80)
(0, -2)
(0, -1)
(61, 0)
(77, 0)
(45, 37)
(64, 240)
(0, -2)
(0, -1)
(52, 0)
(72, 0)
(45, 37)
(75, 200)
(0, -2)
(0, -1)
(80, 0)
(73, 0)
(63, 120)
(76, 0)
(61, 40)
(62, 0)
(73, 120)
(0, -1)
(60, 80)
(63, 80)
(0, -2)
(0, -1)
(56, 80)
(44, 194)
(0, -2)
(0, -1)
(51, 40)
(66, 720)
(0, -2)
(0, -1)
(37, 540)
(67, 20)
(0, -2)
(0, -1)
(53, 0)
(68, 0)
(58, 150)
(58, 80)
(0, -2)
(0, -1)
(58, 0)
(68, 0)
(32, 0)
(77, 0)
(57, 0)
(67, 0)
(61, 0)
(60, 0)
(63, 40)
(62, 80)
(0, -2)
(0, -1)
(63, 0)
(80, 240)
(58, 80)
(0, -2)
(0, -1)
(39, 0)
(67, 40)
(65, 20)
(0, -2)
(0, -1)
(44, 0)
(51, 0)
(72, 0)
(77, 40)
(75, 405)
(0, -2)
(0, -1)
(51, 0)
(69, 0)
(44, 40)
(34, 0)
(0, -2)
(0, -1)
(51, 0)
(70, 0)
(44, 80)
(58, 80)
(0, -2)
(0, -1)
(51, 80)
(67, 80)
(85, 80)
(58, 180)
(0, -2)
(0, -1)
(68, 120)
(68, 120)
(0, -2)
(0, -1)
(75, 0)
(60, 80)
(63, 80)
(0, -2)
(64, 240)
(48, 40)
(73, 240)
(77, 248)
(59, 120)
(56, 180)
(74, 240)
(0, -2)
(0, -1)
(89, 80)
(66, 120)
(58, 240)
(0, -2)
(69, 40)
(0, -1)
(72, 0)
(80, 0)
(61, 720)
(0, -2)
(60, 240)
(0, -1)
(72, 0)
