iteration: 406500, loss: 1.280782
----
(48, 49)
(63, 80)
(0, -2)
(0, -1)
(51, 0)
(70, 0)
(65, 20)
(62, 240)
(0, -2)
(0, -1)
(51, 80)
(72, 80)
(0, -2)
(0, -1)
(56, 0)
(73, 0)
(70, 80)
(80, 438)
(0, -2)
(0, -1)
(56, 80)
(68, 80)
(0, -2)
(0, -1)
(51, 0)
(73, 0)
(68, 80)
(67, 80)
(0, -2)
(0, -1)
(48, 40)
(81, 0)
(57, 0)
(84, 0)
(51, 40)
(48, 34)
(0, -1)
(65, 720)
(87, 0)
(0, -2)
(0, -1)
(68, 0)
(80, 0)
(58, 80)
(72, 80)
(80, 200)
(70, 180)
(58, 130)
(73, 240)
(57, 150)
(71, 240)
(64, 240)
(59, 130)
(58, 180)
(48, 120)
(59, 120)
(65, 180)
(57, 0)
(66, 240)
(64, 180)
(57, 150)
(44, 184)
(82, 120)
(56, 140)
(57, 40)
(61, 120)
(68, 60)
(64, 120)
(56, 180)
(68, 480)
(78, 240)
(44, 198)
(56, 240)
(71, 120)
(68, 120)
(65, 60)
(61, 140)
(68, 60)
(68, 60)
(73, 80)
(59, 240)
(61, 120)
(70, 120)
(73, 120)
(68, 120)
(62, 120)
(60, 240)
(75, 720)
(59, 130)
(58, 150)
(68, 960)
(68, 120)
(70, 60)
(61, 720)
(64, 240)
(85, 240)
(85, 80)
(64, 240)
(65, 180)
(58, 40)
(64, 120)
(66, 150)
(56, 180)
(48, 120)
(60, 120)
(59, 130)
(69, 240)
(70, 360)
(61, 180)
(68, 60)
(73, 120)
(61, 432)
(66, 960)
(63, 60)
(73, 120)
(64, 240)
(40, 20)
(61, 240)
(0, -1)
(71, 120)
(73, 120)
(0, -2)
(0, -1)
(59, 240)
(61, 120)
(70, 120)
(0, -2)
(0, -1)
(65, 120)
(67, 120)
(0, -2)
(0, -1)
(50, 240)
(60, 40)
(0, -2)
(0, -1)
(69, 120)
(72, 120)
(0, -2)
(0, -1)
(71, 120)
(66, 120)
(61, 240)
(0, -2)
(0, -1)
(71, 120)
(64, 240)
(72, 40)
(0, -2)
(56, 140)
(0, -1)
(73, 0)
(79, 143)
(61, 0)
(0, -2)
(0, -1)
(67, 40)
(72, 80)
(0, -2)
(0, -1)
(39, 0)
(73, 0)
(39, 85)
(82, 80)
(0, -2)
(0, -1)
(71, 40)
(66, 360)
(0, -2)
(0, -1)
(51, 0)
(67, 0)
(45, 49)
(69, 0)
(59, 130)
(60, 80)
(84, 197)
(57, 240)
(52, 80)
(56, 140)
(50, 40)
(0, -1)
(61, 120)
(58, 80)
(0, -2)
(0, -1)
(56, 80)
(73, 80)
(0, -2)
(0, -1)
(60, 80)
(67, 20)
(0, -2)
(0, -1)
(56, 80)
(63, 80)
(0, -2)
(0, -1)
(51, 40)
(68, 40)
(0, -2)
(0, -1)
(39, 0)
(68, 60)
(56, 40)
(68, 40)
(0, -2)
(0, -1)
(51, 40)
(68, 40)
(0, -2)
(0, -1)
(56, 80)
(68, 80)
(0, -2)
(0, -1)
(51, 80)
(72, 120)
(0, -2)
(0, -1)
(51, 80)
(68, 80)
(0, -2)
(0, -1)
(51, 40)
(72, 80)
(0, -2)
(0, -1)
(51, 1200)
(60, 80)
(0, -2)
(0, -1)
(56, 40)
(68, 40)
(0, -2)
(0, -1)
(60, 0)
(65, 0)
(75, 184)
(67, 0)
(63, 40)
(72, 40)
(0, -2)
(0, -1)
(44, 24)
(68, 40)
(0, -2)
(0, -1)
(49, 215)
(63, 40)
(0, -2)
(0, -1)
(75, 80)
(75, 405)
(0, -2)
(0, -1)
(51, 0)
(68, 0)
(56, 0)
(72, 0)
(60, 0)
(63, 40)
(45, 0)
(75, 240)
(84, 289)
(92, 80)
(50, 40)
(0, -1)
(69, 120)
(63, 40)
(0, -2)
(0, -2)
(0, -1)
(71, 120)
(64, 240)
(65, 720)
(63, 180)
(49, 0)
(71, 120)
(0, -2)
(0, -1)
(68, 0)
(65, 80)
(54, 240)
(0, -2)
(0, -1)
(56, 80)
(68, 80)
(0, -2)
(0, -1)
(51, 0)
(72, 0)
(44, 0)
(51, 0)
(68, 0)
(56, 0)
(72, 0)
(60, 0)
(63, 0)
(65, 80)
(68, 80)
(72, 78)
(0, -2)
(0, -1)
(51, 80)
(72, 80)
(0, -2)
(0, -1)
(56, 0)
(75, 0)
(60, 80)
(63, 80)
(0, -2)
(0, -1)
(56, 80)
(72, 80)
(0, -2)
(70, 40)
(70, 194)
(73, 80)
(0, -2)
(0, -1)
(44, 0)
(87, 0)
(59, 120)
(0, -2)
(71, 0)
(50, 40)
(69, 80)
(0, -1)
(56, 80)
(82, 400)
(0, -2)
(0, -1)
(44, 40)
(75, 80)
(0, -2)
(0, -1)
(56, 0)
(72, 0)
(39, 85)
(63, 80)
(0, -2)
(0, -1)
(55, 80)
(74, 120)
(0, -2)
(0, -1)
(51, 0)
(71, 0)
(39, 80)
(76, 289)
(0, -2)
(0, -1)
(73, 0)
(68, 0)
(56, 0)
(71, 0)
(50, 40)
(51, 80)
(0, -2)
(0, -1)
(56, 80)
(72, 80)
(0, -2)
(0, -1)
(60, 80)
(63, 80)
(0, -2)
(0, -1)
(39, 0)
(73, 0)
(67, 480)
(64, 80)
(0, -2)
(0, -1)
(57, 80)
(67, 0)
(0, -2)
(0, -1)
(62, 80)
(64, 120)
(0, -2)
(0, -1)
(52, 0)
(72, 0)
(48, 37)
(62, 40)
(0, -2)
(56, 0)
(61, 0)
(60, 0)
(55, 0)
(56, 0)
(68, 0)
(63, 0)
(75, 0)
(39, 0)
(63, 0)
(57, 0)
(68, 0)
(48, 0)
(67, 0)
(64, 1440)
(65, 40)
(0, -2)
(0, -1)
(57, 80)
(53, 0)
(0, -2)
(0, -1)
(48, 80)
(72, 80)
(0, -2)
(0, -1)
(71, 120)
(64, 120)
(0, -2)
(0, -1)
(65, 120)
(59, 120)
(0, -2)
(0, -1)
(58, 0)
(62, 240)
(71, 1440)
(0, -2)
(0, -1)
(39, 0)
(73, 0)
(61, 0)
(63, 0)
(55, 0)
(64, 720)
(75, 40)
(85, 80)
(0, -2)
(0, -1)
(44, 80)
(60, 240)
(0, -2)
(0, -1)
(71, 120)
(64, 120)
(0, -2)
(0, -1)
(62, 80)
(66, 240)
(0, -2)
(0, -1)
(80, 80)
(61, 120)
(0, -2)
(0, -1)
(71, 120)
(68, 120)
(84, 80)
(0, -2)
(0, -1)
(71, 120)
(66, 120)
(0, -2)
(65, 80)
(71, 120)
(75, 240)
(63, 120)
(70, 120)
(69, 180)
(62, 175)
(63, 60)
(56, 140)
(60, 120)
(69, 180)
(85, 80)
(63, 180)
(71, 120)
(59, 240)
(64, 120)
(78, 255)
(65, 480)
(71, 180)
(75, 60)
(68, 60)
(59, 120)
(59, 120)
(68, 60)
(68, 60)
(37, 540)
(61, 120)
(49, 240)
(75, 60)
(63, 180)
(61, 720)
(63, 240)
(56, 140)
(61, 480)
(80, 118)
(65, 240)
(61, 60)
(67, 480)
(68, 120)
(65, 480)
(73, 120)
(60, 120)
(44, 194)
(80, 0)
(66, 960)
(55, 120)
(70, 360)
(61, 140)
(66, 240)
(60, 240)
(61, 140)
(65, 480)
(66, 720)
(41, 0)
(60, 120)
(58, 240)
(68, 120)
(85, 240)
(66, 240)
(73, 120)
