iteration: 442000, loss: 2.108171
----
(63, 0)
(56, 0)
(77, 0)
(51, 40)
(56, 0)
(68, 0)
(53, 0)
(62, 0)
(43, 0)
(51, 16)
(51, 0)
(62, 0)
(59, 40)
(77, 240)
(70, 80)
(80, 40)
(63, 60)
(0, -2)
(0, -1)
(62, 0)
(72, 0)
(39, 80)
(84, 0)
(0, -2)
(0, -1)
(61, 0)
(84, 0)
(56, 0)
(72, 0)
(51, 0)
(72, 0)
(56, 0)
(68, 0)
(59, 0)
(61, 0)
(37, 34)
(73, 960)
(66, 120)
(63, 120)
(0, -2)
(0, -1)
(65, 180)
(64, 180)
(0, -2)
(0, -1)
(71, 120)
(44, 48)
(0, -2)
(0, -1)
(73, 445)
(71, 120)
(0, -2)
(0, -1)
(71, 120)
(64, 180)
(0, -2)
(0, -1)
(59, 20)
(75, 240)
(0, -2)
(0, -1)
(71, 120)
(50, 0)
(64, 1440)
(64, 130)
(0, -2)
(0, -1)
(58, 80)
(77, 80)
(0, -2)
(0, -1)
(53, 0)
(67, 0)
(56, 40)
(72, 40)
(0, -2)
(0, -1)
(63, 80)
(73, 40)
(0, -2)
(0, -1)
(61, 0)
(63, 0)
(44, 80)
(74, 34)
(0, -2)
(0, -1)
(53, 0)
(72, 0)
(44, 0)
(51, 0)
(70, 0)
(56, 0)
(73, 0)
(61, 40)
(55, 40)
(92, 80)
(0, -2)
(0, -1)
(39, 0)
(71, 0)
(63, 40)
(67, 80)
(0, -2)
(0, -1)
(56, 80)
(73, 80)
(0, -2)
(0, -1)
(51, 0)
(75, 0)
(44, 0)
(51, 0)
(72, 0)
(65, 0)
(51, 0)
(68, 0)
(56, 0)
(73, 0)
(61, 40)
(84, 80)
(0, -2)
(72, 40)
(0, -1)
(68, 0)
(80, 0)
(61, 80)
(34, 0)
(0, -2)
(0, -1)
(56, 80)
(68, 80)
(0, -2)
(0, -1)
(39, 80)
(77, 0)
(0, -2)
(0, -1)
(53, 0)
(80, 0)
(84, 197)
(75, 289)
(0, -2)
(0, -1)
(56, 0)
(76, 0)
(58, 40)
(64, 0)
(72, 78)
(72, 40)
(45, 0)
(72, 80)
(72, 80)
(64, 240)
(71, 240)
(0, -1)
(71, 120)
(68, 60)
(0, -2)
(0, -1)
(52, 80)
(80, 80)
(0, -2)
(0, -1)
(48, 40)
(53, 240)
(0, -2)
(0, -1)
(58, 80)
(65, 120)
(0, -2)
(0, -1)
(39, 80)
(75, 0)
(70, 180)
(0, -2)
(0, -1)
(71, 120)
(60, 720)
(0, -2)
(0, -1)
(71, 120)
(73, 445)
(0, -2)
(61, 300)
(59, 120)
(0, -1)
(73, 1440)
(66, 120)
(0, -2)
(0, -1)
(71, 120)
(73, 180)
(0, -2)
(0, -1)
(59, 240)
(66, 120)
(44, 85)
(0, -2)
(0, -1)
(73, 360)
(59, 120)
(51, 120)
(0, -2)
(0, -1)
(71, 120)
(66, 120)
(58, 120)
(0, -2)
(0, -1)
(71, 120)
(65, 120)
(0, -2)
(0, -2)
(0, -1)
(68, 120)
(87, 0)
(58, 150)
(53, 78)
(61, 120)
(71, 120)
(61, 480)
(72, 120)
(68, 960)
(61, 480)
(56, 180)
(61, 60)
(0, -2)
(0, -1)
(71, 120)
(66, 720)
(0, -2)
(0, -1)
(71, 120)
(67, 120)
(0, -2)
(0, -1)
(71, 120)
(64, 120)
(0, -2)
(0, -1)
(71, 120)
(61, 240)
(65, 20)
(0, -2)
(0, -1)
(68, 120)
(71, 120)
(78, 80)
(0, -2)
(0, -1)
(56, 40)
(68, 40)
(0, -2)
(0, -1)
(61, 80)
(68, 240)
(0, -2)
(0, -1)
(61, 120)
(60, 240)
(58, 480)
(32, 1440)
(0, -1)
(61, 480)
(41, 14)
(0, -2)
(53, 54)
(0, -1)
(75, 480)
(73, 240)
(0, -2)
(0, -1)
(49, 20)
(69, 480)
(60, 120)
(58, 180)
(0, -2)
(0, -1)
(49, 7)
(73, 80)
(54, 120)
(0, -2)
(0, -1)
(49, 240)
(44, 34)
(0, -2)
(0, -1)
(49, 120)
(49, 184)
(0, -2)
(0, -1)
(49, 215)
(58, 120)
(0, -2)
(0, -1)
(49, 120)
(51, 49)
(0, -2)
(0, -1)
(69, 180)
(44, 240)
(0, -2)
(0, -1)
(66, 120)
(53, 120)
(0, -2)
(0, -1)
(44, 240)
(73, 360)
(0, -2)
(0, -1)
(49, 120)
(44, 120)
(0, -2)
(0, -1)
(49, 120)
(61, 240)
(0, -2)
(0, -1)
(61, 120)
(44, 240)
(49, 480)
(0, -2)
(0, -1)
(71, 120)
(40, 1440)
(59, 120)
(0, -2)
(0, -1)
(69, 360)
(67, 120)
(60, 120)
(0, -2)
(0, -1)
(71, 120)
(66, 120)
(59, 120)
(0, -2)
(0, -1)
(65, 480)
(75, 0)
(61, 120)
(72, 40)
(0, -2)
(0, -1)
(68, 0)
