iteration: 205500, loss: 3.011737
----
(80, 60)
(0, -2)
(73, 480)
(0, -1)
(71, 120)
(55, 120)
(0, -2)
(54, 120)
(61, 120)
(65, 360)
(68, 120)
(49, 162)
(66, 1200)
(59, 120)
(77, 109)
(61, 60)
(63, 180)
(80, 200)
(72, 240)
(56, 140)
(64, 240)
(68, 120)
(61, 140)
(66, 150)
(68, 120)
(54, 40)
(63, 120)
(61, 60)
(56, 140)
(47, 0)
(62, 120)
(56, 180)
(45, 37)
(66, 120)
(59, 120)
(66, 150)
(75, 60)
(61, 120)
(54, 120)
(66, 150)
(66, 240)
(37, 120)
(64, 120)
(56, 180)
(63, 60)
(54, 120)
(66, 960)
(68, 120)
(68, 1440)
(63, 180)
(49, 194)
(61, 432)
(69, 120)
(62, 120)
(65, 240)
(49, 7)
(61, 60)
(0, -1)
(72, 108)
(61, 120)
(0, -2)
(0, -1)
(67, 120)
(68, 120)
(0, -2)
(53, 54)
(51, 120)
(50, 0)
(0, -1)
(64, 120)
(44, 160)
(0, -2)
(67, 960)
(68, 120)
(73, 80)
(61, 120)
(0, -1)
(69, 120)
(62, 720)
(0, -2)
(68, 240)
(73, 240)
(72, 120)
(0, -1)
(67, 40)
(71, 360)
(0, -2)
(0, -1)
(67, 120)
(69, 40)
(0, -2)
(0, -1)
(59, 240)
(40, 2880)
(61, 432)
(0, -2)
(0, -1)
(71, 240)
(66, 120)
(60, 120)
(0, -2)
(0, -1)
(73, 480)
(77, 160)
(66, 240)
(0, -2)
(0, -1)
(71, 120)
(68, 120)
(59, 120)
(0, -2)
(0, -1)
(71, 120)
(40, 1440)
(0, -2)
(0, -1)
(71, 120)
(66, 120)
(63, 120)
(0, -2)
(0, -1)
(71, 120)
(66, 120)
(63, 120)
(0, -2)
(0, -1)
(71, 120)
(68, 120)
(62, 120)
(0, -2)
(0, -1)
(71, 120)
(67, 120)
(63, 120)
(0, -2)
(0, -1)
(68, 120)
(67, 120)
(37, 198)
(0, -2)
(0, -1)
(66, 240)
(67, 120)
(84, 80)
(0, -2)
(0, -1)
(65, 120)
(65, 120)
(41, 70)
(0, -2)
(0, -1)
(71, 120)
(69, 480)
(64, 480)
(0, -2)
(0, -1)
(72, 480)
(67, 120)
(69, 240)
(0, -2)
(0, -1)
(58, 240)
(67, 120)
(0, -2)
(56, 120)
(60, 120)
(64, 180)
(57, 240)
(0, -1)
(71, 120)
(66, 120)
(0, -2)
(0, -1)
(56, 80)
(71, 120)
(0, -2)
(0, -1)
(73, 480)
(68, 120)
(0, -2)
(0, -1)
(56, 40)
(68, 40)
(0, -2)
(0, -1)
(44, 45)
(65, 120)
(0, -2)
(0, -1)
(39, 34)
(72, 40)
(0, -2)
(0, -1)
(56, 0)
(73, 0)
(61, 80)
(63, 80)
(0, -2)
(0, -1)
(58, 80)
(68, 80)
(0, -2)
(0, -1)
(51, 0)
(72, 0)
(51, 40)
(68, 40)
(0, -2)
(0, -1)
(51, 80)
(70, 80)
(0, -2)
(0, -1)
(53, 0)
(77, 0)
(76, 197)
(75, 40)
(0, -2)
(0, -1)
(55, 0)
(71, 0)
(57, 0)
(68, 1440)
(79, 280)
(72, 80)
(72, 80)
(65, 80)
(63, 180)
(0, -2)
(0, -1)
(72, 0)
(72, 56)
(66, 240)
(65, 20)
(0, -2)
(0, -1)
(39, 0)
(61, 120)
(45, 37)
(80, 80)
(0, -2)
(0, -1)
(52, 0)
(73, 0)
(49, 41)
(80, 280)
(0, -2)
(0, -1)
(52, 0)
(73, 0)
(56, 0)
(72, 0)
(48, 0)
(63, 40)
(63, 40)
(49, 34)
(56, 140)
(54, 120)
(72, 80)
(63, 130)
(76, 40)
(63, 180)
(66, 240)
(62, 480)
(61, 240)
(60, 120)
(61, 60)
(64, 480)
(58, 150)
(58, 150)
(65, 480)
(64, 120)
(65, 80)
(71, 240)
(64, 240)
(61, 480)
(64, 240)
(71, 240)
(64, 240)
(65, 480)
(66, 150)
(63, 480)
(79, 80)
(0, -1)
(61, 480)
(58, 120)
(0, -2)
(0, -1)
(71, 120)
(64, 120)
(0, -2)
(0, -1)
(80, 120)
(71, 120)
(0, -2)
(0, -1)
(71, 120)
(71, 120)
(59, 120)
(0, -2)
(0, -1)
(71, 120)
(68, 120)
(64, 120)
(0, -2)
(0, -1)
(71, 120)
(64, 240)
(44, 34)
(0, -2)
(0, -1)
(65, 120)
(69, 0)
(48, 80)
(44, 20)
(52, 240)
(0, -2)
(72, 80)
(73, 180)
(78, 0)
(64, 120)
(61, 120)
(48, 120)
(56, 140)
(64, 240)
(61, 60)
(57, 80)
(61, 120)
(59, 120)
(78, 120)
(70, 120)
(64, 240)
(59, 130)
(65, 120)
(64, 120)
(68, 60)
(64, 180)
(0, -1)
(66, 120)
(71, 120)
(0, -2)
(0, -1)
(68, 0)
(80, 0)
(72, 0)
(0, -2)
(72, 40)
(75, 41)
(75, 240)
(74, 354)
(0, -1)
(59, 130)
(51, 120)
(0, -2)
(0, -1)
(66, 120)
(80, 40)
(0, -2)
(0, -1)
(37, 13)
(72, 80)
(0, -2)
(0, -1)
(61, 240)
(66, 120)
(54, 120)
(0, -2)
(0, -1)
(71, 120)
(68, 120)
(0, -2)
(0, -1)
(68, 80)
(71, 120)
(0, -2)
(0, -1)
(71, 120)
(71, 120)
(65, 120)
(0, -2)
(0, -1)
(44, 80)
(68, 120)
(0, -2)
(0, -1)
(73, 360)
(72, 0)
(0, -2)
(0, -1)
(80, 0)
(71, 0)
(65, 20)
(53, 120)
(64, 80)
(0, -2)
(0, -1)
(53, 0)
(45, 0)
(44, 0)
(52, 80)
(71, 240)
(68, 360)
(59, 130)
(0, -1)
(65, 120)
(65, 120)
(0, -2)
(46, 63)
(0, -1)
(68, 0)
(62, 720)
(63, 80)
(0, -2)
(60, 240)
(64, 1440)
(0, -1)
(57, 80)
(44, 40)
(0, -2)
(70, 40)
(0, -1)
(49, 240)
(56, 120)
(0, -2)
(56, 240)
(0, -1)
(56, 80)
(84, 80)
(0, -2)
(0, -1)
(32, 0)
(77, 0)
(45, 80)
(62, 175)
(0, -2)
(0, -1)
(48, 37)
(67, 80)
(0, -2)
(0, -1)
(75, 0)
(60, 0)
(72, 0)
(80, 0)
(75, 80)
(62, 210)
(0, -2)
(0, -1)
(54, 80)
(66, 120)
(0, -2)
(72, 240)
(72, 80)
(0, -1)
(66, 150)
(63, 0)
(72, 0)
(55, 0)
(79, 120)
(65, 20)
(0, -2)
(0, -1)
(54, 0)
(68, 0)
(56, 0)
(71, 0)
(0, -1)
(56, 80)
(68, 80)
(0, -2)
(0, -1)
(51, 0)
(72, 0)
(44, 0)
(51, 0)
(68, 0)
(64, 80)
(60, 0)
(58, 0)
(51, 0)
(63, 0)
(56, 40)
(68, 40)
(0, -2)
(0, -1)
(48, 40)
(72, 40)
(0, -2)
(0, -1)
(56, 40)
(68, 40)
(0, -2)
(0, -1)
(53, 40)
(77, 0)
(0, -2)
(0, -1)
(58, 0)
(63, 0)
(51, 80)
(68, 40)
(0, -2)
(0, -1)
(55, 0)
(72, 0)
(80, 40)
(63, 40)
(0, -2)
(0, -1)
(75, 80)
(67, 120)
(0, -2)
(0, -1)
(51, 0)
(68, 0)
(39, 85)
(75, 16)
(0, -2)
(0, -1)
(60, 80)
(70, 80)
(0, -2)
(0, -1)
(55, 80)
(67, 40)
(0, -2)
(0, -1)
(51, 40)
(73, 40)
(0, -2)
(0, -1)
(48, 0)
(63, 0)
(51, 40)
(71, 80)
(0, -2)
(0, -1)
(63, 0)
(77, 0)
(44, 6)
(84, 80)
(0, -2)
(0, -1)
(39, 0)
(63, 0)
(32, 80)
(71, 0)
(53, 40)
