iteration: 33000, loss: 2.567826
----
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
(44, 120)
(0, -1)
