iteration: 412500, loss: 1.387250
----
(0, -2)
(0, -1)
(55, 80)
(73, 40)
(0, -2)
(0, -1)
(51, 80)
(68, 80)
(0, -2)
(0, -1)
(51, 40)
(48, 23)
(0, -2)
(0, -1)
(75, 80)
(84, 80)
(0, -2)
(0, -1)
(39, 0)
(63, 0)
(44, 0)
(75, 0)
(0, -1)
(72, 0)
(63, 80)
(68, 40)
(77, 160)
(0, -2)
(0, -1)
(55, 0)
(71, 0)
(61, 80)
(72, 80)
(0, -2)
(0, -1)
(55, 40)
(72, 80)
(0, -2)
(0, -1)
(57, 0)
(77, 0)
(39, 20)
(80, 0)
(0, -2)
(0, -1)
(50, 40)
(64, 360)
(0, -2)
(0, -1)
(75, 80)
(84, 80)
(0, -2)
(0, -1)
(55, 0)
(41, 0)
(60, 80)
(70, 80)
(0, -2)
(0, -1)
(57, 80)
(73, 80)
(0, -2)
(70, 40)
(70, 120)
(51, 40)
(0, -1)
(61, 0)
(66, 180)
(58, 80)
(0, -2)
(0, -1)
(41, 28)
(48, 40)
(0, -2)
(0, -1)
(71, 120)
(75, 40)
(0, -2)
(0, -1)
(44, 80)
(60, 180)
(0, -2)
(71, 80)
(0, -1)
(79, 40)
(75, 720)
(0, -2)
(64, 720)
(0, -1)
(32, 0)
(61, 80)
(0, -2)
(56, 240)
(0, -1)
(72, 0)
(73, 0)
(72, 0)
(84, 0)
(68, 0)
(77, 0)
(68, 0)
(55, 0)
(67, 0)
(52, 40)
(62, 0)
(80, 0)
(68, 40)
(63, 40)
(0, -2)
(0, -1)
(43, 40)
(68, 80)
(0, -2)
(0, -1)
(39, 34)
(53, 480)
(0, -2)
(0, -1)
(56, 40)
(72, 40)
(0, -2)
(0, -1)
(61, 300)
(65, 40)
(0, -2)
(0, -1)
(44, 0)
(51, 0)
(72, 0)
(56, 80)
(76, 0)
(67, 120)
(0, -2)
(0, -1)
(75, 80)
(73, 80)
(0, -2)
(0, -1)
(51, 0)
(72, 0)
(44, 80)
(69, 120)
(0, -2)
(0, -1)
(51, 0)
(76, 0)
(44, 34)
(76, 289)
(66, 240)
(59, 40)
(61, 140)
(73, 80)
(54, 120)
(64, 240)
(0, -1)
(80, 120)
(80, 120)
(0, -2)
(0, -1)
(68, 0)
(67, 40)
(50, 0)
(0, -2)
(0, -1)
(58, 0)
(70, 0)
(84, 289)
(72, 80)
(0, -2)
(0, -1)
(65, 0)
(71, 0)
(72, 56)
(71, 80)
(0, -2)
(0, -1)
(52, 0)
(73, 0)
(57, 0)
(75, 0)
(72, 16)
(63, 0)
(72, 0)
(78, 255)
(72, 80)
(72, 60)
(0, -2)
(0, -1)
(68, 360)
(80, 40)
(72, 480)
(0, -2)
(0, -1)
(55, 80)
(71, 120)
(0, -2)
(0, -1)
(71, 120)
(75, 80)
(0, -2)
(0, -1)
(53, 0)
(63, 108)
(44, 34)
(73, 960)
(0, -2)
(0, -1)
(52, 0)
(68, 0)
(56, 0)
(76, 0)
(62, 0)
(65, 0)
(55, 0)
(76, 0)
(63, 40)
(64, 0)
(76, 289)
(0, -1)
(58, 80)
(63, 80)
(0, -2)
(0, -1)
(68, 40)
(68, 40)
(0, -2)
(0, -1)
(60, 0)
(65, 120)
(51, 120)
(75, 40)
(0, -2)
(0, -1)
(51, 80)
(72, 80)
(0, -2)
(0, -1)
(61, 80)
(63, 80)
(0, -2)
(0, -1)
(51, 40)
(70, 80)
(0, -2)
(0, -1)
(39, 0)
(63, 0)
(56, 0)
(75, 0)
(51, 0)
(75, 0)
(44, 0)
(51, 0)
(72, 0)
(56, 0)
(72, 0)
(60, 0)
(63, 0)
(56, 80)
(68, 80)
(43, 120)
(77, 80)
(50, 0)
(52, 0)
(51, 80)
(65, 0)
(85, 80)
(39, 0)
(58, 0)
(60, 0)
(60, 0)
(69, 0)
(48, 0)
(70, 0)
(76, 40)
(61, 0)
(68, 0)
(77, 0)
(75, 240)
(77, 160)
(0, -2)
(0, -1)
(67, 40)
