iteration: 227000, loss: 6.164327
----
(51, 40)
(0, -2)
(0, -1)
(58, 0)
(55, 120)
(0, -2)
(65, 0)
(63, 0)
(57, 140)
(51, 240)
(54, 120)
(49, 240)
(61, 480)
(0, -1)
(75, 0)
(54, 160)
(71, 180)
(57, 80)
(0, -2)
(0, -1)
(71, 240)
(61, 480)
(0, -2)
(0, -1)
(68, 80)
(57, 140)
(0, -2)
(70, 80)
(53, 0)
(61, 120)
(58, 120)
(55, 0)
(0, -2)
(0, -1)
(58, 0)
(44, 0)
(68, 0)
(0, -2)
(62, 120)
(70, 0)
(63, 0)
(0, -1)
(49, 34)
(65, 120)
(0, -2)
(0, -1)
(56, 0)
(48, 49)
(53, 240)
(0, -2)
(0, -1)
(71, 240)
(68, 120)
(47, 34)
(0, -2)
(0, -1)
(61, 140)
(55, 0)
(0, -2)
(0, -1)
(59, 130)
(54, 0)
(58, 0)
(0, -2)
(44, 24)
(60, 0)
(56, 2880)
(0, -1)
(55, 80)
(61, 40)
(0, -2)
(0, -1)
(60, 40)
(65, 80)
(0, -2)
(0, -1)
(66, 120)
(75, 400)
(0, -2)
(0, -1)
(70, 40)
(64, 240)
(0, -2)
(0, -1)
(56, 64)
(49, 80)
(0, -2)
(0, -1)
(44, 198)
(64, 0)
(59, 0)
(0, -2)
(0, -2)
(0, -1)
(51, 0)
(44, 0)
(70, 0)
(73, 0)
(61, 120)
(68, 0)
(63, 120)
(0, -2)
(0, -1)
(51, 0)
(49, 240)
(0, -2)
(46, 40)
(0, -1)
(64, 120)
(56, 80)
(0, -2)
(0, -1)
(55, 0)
(54, 120)
(0, -2)
(0, -1)
(44, 80)
(58, 480)
(0, -2)
(0, -1)
(55, 0)
(72, 120)
(72, 0)
(64, 180)
(44, 120)
(63, 240)
(0, -2)
(54, 64)
(0, -1)
(58, 120)
(68, 0)
(60, 0)
(0, -1)
(49, 20)
(80, 120)
(70, 720)
(0, -2)
(0, -1)
(75, 240)
(53, 0)
(0, -2)
(0, -1)
(51, 40)
(73, 0)
(0, -2)
(68, 40)
(0, -1)
(61, 80)
(68, 80)
(0, -2)
(63, 240)
(71, 120)
(56, 40)
(0, -1)
(63, 40)
(49, 194)
(0, -2)
(45, 49)
(0, -2)
(0, -1)
(56, 0)
(55, 0)
(0, -2)
(0, -1)
(51, 0)
(73, 120)
(0, -2)
(66, 120)
(0, -1)
(58, 120)
(39, 20)
(0, -2)
(68, 80)
(0, -1)
(64, 120)
(70, 80)
(68, 240)
(60, 40)
(0, -2)
(72, 80)
(0, -1)
(61, 960)
(64, 120)
