iteration: 260000, loss: 1.175373
----
(73, 0)
(75, 60)
(77, 289)
(0, -2)
(0, -1)
(52, 80)
(75, 80)
(0, -2)
(0, -1)
(39, 0)
(63, 0)
(72, 0)
(79, 80)
(76, 40)
(0, -2)
(0, -1)
(68, 40)
(80, 240)
(0, -2)
(0, -1)
(56, 0)
(72, 0)
(60, 80)
(63, 80)
(0, -2)
(0, -1)
(37, 13)
(57, 80)
(0, -2)
(0, -1)
(61, 0)
(77, 0)
(37, 49)
(68, 40)
(0, -2)
(0, -1)
(61, 0)
(77, 0)
(40, 40)
(64, 240)
(0, -2)
(0, -1)
(58, 80)
(77, 80)
(0, -2)
(0, -1)
(58, 0)
(80, 0)
(61, 80)
(58, 80)
(0, -2)
(0, -1)
(57, 80)
(65, 0)
(0, -2)
(0, -1)
(53, 0)
(76, 0)
(66, 360)
(65, 720)
(62, 0)
(65, 80)
(72, 40)
(77, 40)
(85, 80)
(0, -1)
(57, 150)
(60, 80)
(0, -2)
(0, -1)
(71, 120)
(66, 120)
(64, 120)
(0, -2)
(0, -1)
(68, 120)
(71, 120)
(66, 240)
(0, -2)
(0, -1)
(71, 240)
(64, 240)
(72, 120)
(59, 120)
(67, 120)
(71, 1440)
(63, 180)
(0, -1)
(73, 120)
(61, 120)
(0, -2)
(0, -1)
(59, 240)
(66, 120)
(37, 7)
(0, -2)
(0, -1)
(68, 120)
(68, 80)
(53, 480)
(0, -2)
(0, -1)
(74, 80)
(68, 120)
(75, 480)
(0, -2)
(0, -1)
(73, 960)
(53, 120)
(61, 120)
(0, -2)
(0, -1)
(67, 0)
(72, 0)
(37, 184)
(37, 28)
(0, -2)
(0, -1)
(55, 0)
(68, 0)
(61, 80)
(63, 80)
(0, -2)
(0, -1)
(56, 40)
(72, 80)
(0, -2)
(0, -1)
(61, 80)
(73, 278)
(0, -2)
(0, -1)
(73, 0)
(73, 0)
(71, 180)
(92, 80)
(0, -2)
(0, -1)
(56, 80)
(72, 80)
(0, -2)
(0, -1)
(61, 0)
(77, 0)
(49, 40)
(79, 160)
(0, -2)
(0, -1)
(61, 80)
