iteration: 159500, loss: 2.799341
----
(90, 200)
(77, 160)
(0, -2)
(0, -1)
(80, 80)
(69, 480)
(0, -2)
(67, 40)
(51, 40)
(73, 40)
(0, -1)
(67, 120)
(44, 140)
(0, -2)
(56, 240)
(0, -1)
(54, 480)
(68, 40)
(70, 60)
(0, -2)
(0, -1)
(51, 80)
(70, 80)
(0, -2)
(0, -1)
(41, 89)
(77, 0)
(0, -2)
(0, -1)
(70, 0)
(63, 40)
(73, 180)
(0, -2)
(0, -1)
(61, 80)
(75, 80)
(0, -2)
(72, 40)
(0, -1)
(72, 0)
(60, 40)
(79, 143)
(0, -2)
(0, -1)
(52, 80)
(72, 80)
(0, -2)
(0, -1)
(62, 0)
(77, 0)
(76, 37)
(69, 80)
(0, -2)
(0, -1)
(73, 0)
(76, 40)
(32, 40)
(77, 160)
(0, -2)
(0, -1)
(56, 140)
(53, 0)
(64, 480)
(92, 80)
(59, 130)
(66, 240)
(58, 40)
(59, 130)
(61, 180)
(0, -1)
(61, 80)
(61, 120)
(0, -2)
(56, 240)
(59, 80)
(0, -1)
(61, 480)
(68, 1440)
(66, 480)
(0, -2)
(0, -1)
(49, 48)
(54, 240)
(61, 240)
(61, 80)
(0, -2)
(0, -1)
(71, 180)
(58, 120)
(51, 1200)
(0, -2)
(0, -1)
(71, 120)
(69, 40)
(56, 240)
(0, -2)
(0, -1)
(65, 480)
(58, 480)
(66, 720)
(0, -2)
(0, -1)
(49, 240)
(72, 120)
(54, 240)
(0, -2)
(67, 240)
(0, -1)
(49, 7)
(63, 960)
(0, -2)
(56, 240)
(0, -1)
(49, 240)
(49, 204)
(72, 240)
(0, -2)
(0, -1)
(49, 240)
(60, 40)
(47, 0)
(0, -2)
(0, -1)
(55, 16)
(56, 120)
(49, 198)
(0, -2)
(0, -1)
(51, 120)
(61, 120)
(48, 23)
(0, -2)
(0, -1)
(49, 120)
(66, 720)
(51, 120)
(0, -2)
(0, -1)
(58, 150)
(68, 60)
(61, 240)
(0, -2)
(0, -1)
(59, 240)
(59, 2880)
(70, 120)
(0, -2)
(0, -1)
(66, 120)
(67, 40)
(53, 120)
(0, -2)
(0, -1)
(68, 120)
(66, 120)
(77, 80)
(0, -2)
(0, -1)
(49, 120)
(54, 240)
(0, -2)
(0, -1)
(65, 120)
(61, 240)
(0, -2)
(0, -1)
(65, 120)
(37, 240)
(0, -2)
(0, -1)
(57, 40)
(63, 0)
(45, 37)
(75, 40)
(0, -2)
(0, -1)
(57, 0)
(84, 40)
(75, 88)
(71, 80)
(0, -2)
(0, -1)
(51, 80)
(72, 80)
(0, -2)
(0, -1)
(52, 0)
(73, 0)
(44, 40)
(74, 34)
(0, -2)
(70, 80)
(48, 40)
(0, -1)
(73, 180)
(63, 80)
(58, 240)
(0, -2)
(70, 80)
(0, -1)
(69, 0)
(60, 80)
(63, 80)
(0, -2)
(72, 80)
(51, 40)
(72, 40)
(0, -1)
(43, 120)
(58, 240)
(0, -2)
(59, 720)
(0, -1)
(49, 240)
(66, 240)
(0, -2)
(0, -1)
(49, 240)
(68, 120)
(0, -2)
(0, -1)
(49, 120)
(58, 120)
(0, -2)
(0, -1)
(65, 120)
(53, 120)
(0, -2)
(0, -1)
(58, 80)
(69, 0)
(0, -2)
(0, -1)
(58, 0)
(65, 40)
(62, 40)
(77, 80)
(0, -2)
(0, -1)
(56, 80)
(79, 280)
(0, -2)
(0, -1)
(51, 0)
(72, 0)
(44, 0)
(76, 289)
(61, 0)
(53, 0)
(68, 0)
(51, 0)
(65, 0)
(58, 0)
(51, 0)
(70, 0)
(56, 40)
(43, 85)
(0, -2)
(0, -1)
(51, 0)
(68, 0)
(56, 0)
(72, 0)
(60, 0)
(63, 0)
(80, 0)
(39, 0)
(67, 40)
(53, 0)
(70, 360)
(72, 80)
(51, 0)
(68, 0)
(55, 0)
(67, 0)
(62, 0)
(63, 0)
(56, 80)
(68, 80)
(0, -2)
(0, -1)
(51, 0)
(71, 0)
(60, 40)
(63, 360)
(0, -2)
(0, -1)
(52, 80)
(72, 80)
(0, -2)
(0, -1)
(56, 40)
(73, 40)
(0, -2)
(0, -1)
(51, 80)
(65, 40)
(0, -2)
