iteration: 66000, loss: 3.516758
----
(48, 0)
(0, -2)
(76, 0)
(75, 0)
(65, 0)
(84, 0)
(0, -2)
(0, -1)
(56, 0)
(0, -1)
(44, 0)
(63, 40)
(80, 0)
(0, -1)
(56, 120)
(73, 0)
(44, 0)
(0, -1)
(48, 23)
(77, 160)
(0, -2)
(67, 120)
(68, 0)
(44, 0)
(0, -2)
(65, 480)
(64, 1440)
(0, -2)
(0, -2)
(72, 480)
(68, 240)
(73, 360)
(0, -2)
(63, 180)
(51, 40)
(80, 0)
(63, 0)
(64, 180)
(0, -2)
(71, 0)
(0, -2)
(56, 424)
(68, 0)
(0, -2)
(0, -1)
(40, 480)
(49, 219)
(51, 240)
(73, 0)
(80, 350)
(71, 480)
(56, 80)
(0, -1)
(64, 40)
(78, 120)
(62, 0)
(0, -2)
(60, 80)
(0, -1)
(0, -1)
(65, 0)
(0, -1)
(68, 0)
(75, 240)
(0, -2)
(66, 120)
(63, 57)
(0, -1)
(51, 0)
(0, -1)
(68, 0)
(80, 40)
(72, 40)
(49, 184)
(63, 40)
(61, 240)
(0, -2)
(64, 240)
(0, -2)
(0, -1)
(55, 80)
(48, 34)
(60, 0)
(54, 120)
(0, -2)
(80, 40)
(61, 240)
(55, 0)
(75, 30)
(64, 720)
(49, 226)
(0, -2)
(0, -2)
(75, 120)
(0, -2)
(0, -1)
(58, 120)
(71, 0)
(78, 0)
(76, 197)
(0, -1)
(63, 120)
(0, -1)
(73, 98)
(56, 120)
(68, 120)
(52, 0)
(64, 180)
(0, -1)
(0, -1)
(0, -2)
(68, 0)
(0, -2)
(0, -1)
(0, -2)
(61, 80)
(64, 80)
(71, 0)
(49, 140)
(63, 108)
(51, 40)
(73, 80)
(71, 0)
(0, -1)
(68, 0)
(71, 120)
(70, 80)
(63, 180)
(0, -1)
(0, -2)
(56, 40)
(68, 40)
(0, -2)
(0, -1)
(0, -2)
(0, -1)
(61, 0)
(45, 34)
(79, 160)
(83, 80)
(0, -2)
(72, 120)
(0, -1)
(0, -2)
(0, -2)
(0, -1)
(0, -2)
(75, 40)
(0, -2)
(0, -1)
(45, 49)
(73, 40)
(0, -1)
(56, 140)
(39, 49)
(44, 0)
(64, 130)
(64, 240)
(71, 240)
(0, -2)
(0, -2)
(0, -1)
(0, -2)
(73, 0)
(0, -2)
(44, 0)
(0, -1)
(0, -2)
(53, 14)
(0, -2)
(0, -2)
(54, 120)
(59, 0)
(0, -1)
(0, -2)
(0, -2)
(73, 240)
(0, -2)
(44, 120)
(0, -2)
(0, -2)
(0, -1)
(59, 120)
(53, 240)
(56, 40)
(0, -2)
(79, 240)
(73, 80)
(0, -1)
(71, 120)
(51, 0)
(64, 0)
(0, -2)
(73, 40)
(51, 80)
(62, 0)
(0, -2)
(68, 80)
(76, 0)
(0, -1)
(56, 0)
(0, -2)
(0, -2)
(48, 720)
(0, -2)
(67, 20)
(56, 80)
(66, 150)
(0, -2)
(79, 80)
(0, -2)
(0, -1)
(49, 240)
(61, 240)
(71, 120)
(0, -2)
(0, -2)
(89, 289)
(60, 0)
(82, 34)
(75, 0)
(0, -2)
(60, 120)
(0, -2)
(73, 40)
(68, 40)
(58, 0)
(0, -2)
(0, -2)
(0, -2)
(0, -2)
(68, 120)
(0, -1)
(58, 720)
(63, 0)
(0, -1)
(71, 240)
(0, -1)
(39, 0)
(68, 60)
(0, -1)
(80, 40)
(48, 0)
(0, -1)
(51, 40)
(79, 0)
(63, 0)
(51, 0)
(0, -2)
(74, 34)
(61, 80)
(64, 240)
(48, 49)
(71, 120)
(68, 0)
(60, 80)
(63, 0)
(70, 120)
(60, 0)
(54, 120)
(0, -1)
(65, 40)
(58, 0)
(44, 140)
(49, 219)
