iteration: 99000, loss: 3.017526
----
(0, -2)
(0, -1)
(65, 240)
(66, 240)
(0, -2)
(0, -1)
(49, 198)
(53, 480)
(0, -2)
(0, -1)
(49, 120)
(58, 130)
(0, -2)
(0, -1)
(49, 120)
(44, 120)
(0, -2)
(54, 68)
(61, 120)
(54, 120)
(0, -1)
(49, 120)
(44, 34)
(0, -2)
(54, 68)
(0, -1)
(66, 480)
(79, 200)
(0, -2)
(0, -1)
(49, 120)
(44, 120)
(0, -2)
(0, -1)
(49, 226)
(61, 120)
(0, -2)
(0, -1)
(49, 240)
(44, 240)
(0, -2)
(0, -1)
(56, 40)
(61, 240)
(0, -2)
(0, -1)
(80, 240)
(63, 480)
(0, -2)
(0, -1)
(67, 720)
(76, 40)
(0, -2)
(0, -1)
(62, 120)
(65, 60)
(0, -2)
(0, -1)
(65, 120)
(75, 120)
(0, -2)
(0, -1)
(49, 120)
(44, 120)
(0, -2)
(0, -1)
(49, 120)
(44, 120)
(0, -2)
(0, -1)
(57, 150)
(61, 480)
(0, -2)
(0, -1)
(49, 120)
(44, 120)
(0, -2)
(0, -1)
(49, 240)
(68, 80)
(0, -2)
(0, -1)
(49, 120)
(61, 120)
(0, -2)
(63, 60)
(65, 120)
(61, 140)
(58, 120)
(0, -1)
(68, 0)
(61, 80)
(64, 175)
(0, -2)
(56, 180)
(0, -1)
(53, 40)
(51, 120)
(0, -2)
(78, 80)
(0, -1)
(73, 120)
(56, 120)
(75, 60)
(0, -2)
(0, -1)
(58, 240)
(73, 180)
(65, 40)
(67, 480)
(0, -2)
(0, -1)
(64, 130)
(71, 120)
(0, -2)
(62, 240)
(0, -1)
(71, 120)
(49, 240)
(63, 120)
(0, -2)
(0, -1)
(62, 480)
(44, 20)
(0, -2)
(0, -1)
(44, 184)
(53, 240)
(56, 240)
(0, -2)
(0, -1)
(65, 480)
(61, 240)
(49, 240)
(73, 40)
(0, -2)
(0, -1)
(73, 480)
(51, 120)
(0, -2)
(72, 40)
(0, -1)
(69, 360)
(44, 48)
(58, 120)
(0, -2)
(0, -1)
(77, 120)
(69, 40)
(44, 48)
(61, 120)
(63, 180)
(56, 140)
(59, 120)
(62, 480)
(63, 180)
(68, 120)
(72, 120)
(75, 60)
(81, 240)
(66, 120)
(60, 240)
(64, 180)
(83, 240)
(0, -2)
(0, -1)
(69, 120)
(60, 720)
(0, -2)
(56, 240)
(73, 480)
(64, 480)
(0, -1)
(56, 40)
(63, 120)
(0, -2)
(56, 180)
(37, 120)
(0, -1)
(58, 240)
(54, 240)
(0, -2)
(60, 120)
(64, 120)
(64, 130)
(56, 140)
(0, -1)
(61, 480)
(69, 120)
(0, -2)
(53, 54)
(48, 40)
(0, -1)
(41, 70)
(44, 215)
(0, -2)
(56, 240)
(0, -1)
(63, 480)
(51, 80)
(0, -2)
(0, -1)
(46, 0)
(44, 240)
(63, 120)
(0, -2)
(65, 60)
(0, -1)
(40, 40)
(68, 80)
(0, -2)
(0, -1)
(58, 240)
(68, 480)
(0, -2)
(0, -1)
(49, 120)
(44, 120)
(0, -2)
(53, 120)
(68, 240)
(54, 120)
(73, 120)
(0, -1)
(66, 120)
(75, 80)
(0, -2)
(50, 240)
(68, 120)
(0, -1)
(69, 120)
(44, 34)
(0, -2)
(63, 180)
(0, -1)
(49, 120)
(44, 140)
(0, -2)
(53, 120)
(0, -1)
(49, 120)
(44, 240)
(0, -2)
(37, 34)
(0, -1)
(68, 0)
(67, 120)
(71, 1440)
(0, -2)
(64, 180)
(73, 240)
(80, 120)
(0, -1)
(69, 120)
(68, 1440)
(61, 120)
(0, -2)
(0, -1)
(56, 40)
(44, 240)
(0, -2)
(0, -1)
(80, 80)
(71, 120)
(0, -2)
(61, 140)
(48, 40)
(0, -1)
(49, 120)
(61, 120)
(0, -2)
(66, 960)
(69, 240)
(50, 120)
(80, 200)
(62, 480)
(53, 480)
(61, 120)
(68, 60)
(37, 198)
(62, 240)
(54, 240)
(59, 120)
